,Date,UserName,Location,stars,Message
293,4/1/2017,Raymond R.,louisville-3,5,The popsicles are incredible. I got the coffee one dipped in dark chocolate and it was the best popsicle I have had. I think the prices are fair and the employees are very nice and friendly. I'd highly recommend it.
294,9/18/2016,Holly H.,louisville-3,5,"So cool and so good! I've had the pleasure of enjoying Steel City Pops at a few outdoor events, and today I finally made it to their brick and mortar. Everything I have had has been wonderful! Cookies and cream, coffee, strawberry lemonade...all have been super good. If you need a treat, go. You will not be disappointed. I didn't sit so I won't comment on the chairs. Lol"
295,4/26/2017,Jan E.,louisville-3,5,Frozen fruit & ice cream pops par excellence. I had creamy coffee dipped in chocolate.  Eyes rolling back into head.  Oh my goodness.
296,10/26/2016,Jerome N.,louisville-3,5,"This place is amazing! At first I was skeptical because I'm not really a popsicle fan and usually the flavors aren't all that great.Their policy here is if you don't like what you got, they can replace it with another one without any charge. I love it! Now that's amazing customer service. The employees were great at their job.I got the plum with rosemary. It is exactly what it is named. It's like eating cold plum with rosemary bits. The rosemary really made it taste a bit unique but it wasn't too much that it would've been unbearable. It was the right amount of both flavors.I tried their pumpkin. I don't really like pumpkin but this one was creamy, smooth, rich, and sweet. It's really good. It taste exactly like pumpkin but on the sweeter side.I tried the rhubarb. I would not recommend this one. It didn't taste like anything at all. I think they should take this flavor down.I tried the smoked fig and cheese. This one was my favorite. It was so creamy and tasted so good. I couldn't really tasted the smoked fig but the cheese was so present."
297,7/24/2016,Shana K.,louisville-3,4,"I just can't fully jump on the Steel City bandwagon.  The popsicles are the best around.  However, one will set you back $3-4.50 which is kind of crazy for just one popsicle.  I've bought a few of the popsicles at  various festivals (where all food prices are high) and been glad for the cool relief.  For now I'll probably skip the store and just look for them at events."
298,7/3/2016,Javier O.,louisville-3,5,"I first tried Steel City Pops when they were at the Jefferstontown Craft Beer Fest.  I had already heard great things from everyone about the pops at this point but just hadn't made it down to their store in the Highlands. That changed yesterday when I took the kiddos for the full Steel City Pops experience.  We got there on a pleasant Saturday afternoon and as expected the line extended outside the door. The line ( as we got in the door we saw that there were two lines inside) moved fast for how many people were there.  About 10 minutes for about 30 people. As we got inside and waited, the kiddos and I kept entertained by reading the tv displays that were made to look like chalkboards.  There we read things such as that the pops are only naturally sweetened and that the pops have no artificial anything and that it's okay to not like a certain pop as you can return it for another flavor. After trying a couple different flavors now though, I doubt I would not like any of the rest.  So it was our turn to order and we chose The Raspberry Lemon and Sweet Tea on the Fruity Section of the menu and the youngest chose Chocolate from the Creamy Section.  Each pop is $3 or you can choose a cookie pop for a couple more dollars.  We were told the cookie pops are like creamy pops with a cookie in the middle. Most people go outside to eat their pops as the inside can feel a bit cramped with all the people trying to get in the door.  We sat down at one of the benches and proceeded to pull the pop out of the already cut bottom. I was so surprised that a sweet tea pop could pack on so much great flavor.  The kiddos were very happy with their choices as well.  The youngest tried to beat the melting process and eat the entire creamy pop but the pop is large and she soon needed the napkins she had grabbed. It caused some giggles and ultimately a great family time memory. Our time was almost up at the parking meter on Highland Avenue so we headed to the car maneuvering through the new crowd of people trying to get in the door. These pops remind me of all the ""Paletas"" I used to find at all the Mexican stores and restaurants when I lived in California.  As far as I know there isn't any other place like this in town. Great tasting pops, inexpensive prices, and chill location. Steel City Pops= creating great memories with friends and family over a delicious treat!"
299,10/22/2016,Alessandra D.,louisville-3,4,"I've been hearing a lot about Steel City Pops so I decided it was time to give it a try. As soon as I walked inside I noticed how passionate the employees were about the product and the flavors so that was pretty exciting. I had the strawberry lemonade popsicle which was good but at almost $4 each, a little pricey. I would definitely go back but I would suggest trying a more exotic flavor instead of one you can find at a store."
300,7/10/2016,Lamin S.,louisville-3,5,"I sparingly use the cliché ""OMG"" BUT OMG! Steel City Pops is just one those experiences! Handmade popsicles! Yes! 3 bucks a pop but worth every nickle! I had the peach popsicle which was like eating a freshly picked Georgia peach, frozen! Lush, the popsicle never got borig from start to finish! Great spot, smack in the middle of the Highlands along the Baxter Av/Bardstown Rd drag, great bench seating outside to enjoy a popsicle with friends and people watch! Also the staff were fabulous,  helping navigate the menu.  Anytime I'm back in Louisville, Steel City Pops will be a stop!"
301,7/3/2017,brian m.,louisville-3,3,Ya I just don't get it. I find the popsicle things to be mediocre. Kids behind the counter are helpful. But flavors always seem to be lacking for me.
302,8/25/2016,Killian H.,louisville-3,5,"Delicious! All I can say! Some great flavors, both fruity pops and cream based ones. Line can get a bit long, but it's well worth the wait!"
303,8/5/2016,Marciana G.,louisville-3,5,"Steel city pops was melt in your mouth goodness. My kids got peach, and I received the newer flavor, peaches and cream. Tastebud nirvana. It was a 93 degree day, but I would have eaten it in -50 degree weather. It was so peachy and creamy, without tasting icy. I am excited to return and try some more."
304,10/7/2016,Shelley S.,louisville-3,5,"Love this cute little Popsicle store! Lots of variety from fruity to creamy! New options frequently. Seasonal flavors too! Newest one maple bacon bourbon. My family chose chocolate, cranberry orange, cookies and cream and toasted marshmallow. Calories are also listed on the menu board. This place gets busy at times and has limited seating. Seating options both inside and out. Very clean. Also a viewing option to their kitchen. Great quality and service. Be sure to get a steel city pops punch card. Free pop after you buy 10!"
305,7/12/2016,Carly S.,louisville-3,5,"We stopped into Steel City after a meal and a few beers at Holy Grale, and I'm so glad we did! I can't do dairy, so a fruit-based pop was perfect for me. I tried the Lavender Lemonade. Delish. Ben had a creamy coffee pop and he loved it as well. We sat inside and watched as people came in, grabbed a pop and kept walking to their destinations or cars.We loved our pops so much that we got a to go bag with avocado pops (incredible and vegan) a sweet tea pop (refreshing) and a vanilla bean cookie pop (different but yummy) I think it is safe to say we will be stopping at Steel City whenever we are in the area. We have already been talking about which ones we want to try next."
306,3/2/2017,Ethan G.,louisville-3,5,"This little popsicle shop makes strolling down Bardstown a real hazard...because you will magically find yourself stepping inside whether you meant to or not.  Never have popsicles been better!Whether it's the range of flavors, the topping options, or the tip-top customer service, this place has it all.  I have yet to take them up on their offer to return a flavor I didn't enjoy (but remember, they do offer that option).  Have fun with the topping options that are offered.  Dip, Dust, Dredge, & Drizzle to your little heart's desire!"
307,7/15/2017,Kara K.,louisville-3,5,"I visited this place last night with my husband and some friends and I am really glad I did. I've heard that the line is usually out the door but around 8:00 p.m., it was steadily busy but not insane (apparently, we were the only people not at Forecastle). Anyway, back to the pops. Super delicious and refreshing. It was a tough choice what to pick because I seriously wanted to try like five flavors. I had the buttermilk and it was insanely good, husband had the blueberry basil and loved it. Our friends tried the coffee and strawberry lemonade and raved. I have heard the cookie ones are too die for. While these popsicles arent exactly health food, they are a good alternative if you are trying to satisfy a major sweet tooth without breaking the (calorie bank). I will be back."
308,6/23/2016,Lindsey S.,louisville-3,5,"One of the best additions on Bardstown Rd!My friend and I, after an evening shift at work, headed over to this delectable establishment and were beyond excited to finally try it out! Of course, it was a nice evening, and the place was hopping! People of all ages were waiting in line, and also lingering outside. You can tell that everyone was pleased with their popsicle choice!That was, quite honestly, the hardest part, for there are so many choices!I somewhat copped out and did the vanilla bean, an easy flavor. My friend did the pineapple jalapeno, wanting to take a flavor challenge.We took a bite and were MADLY in love! The flavors were so delicious and you can tell how fresh the ingredients were for making the popsicles! We were both so pleased, and the price was worth it! I have to say, this is defintely one of my favorite go-to dessert places! Especially since they love hearing feedback from their customers, and are always trying out new flavors!All in all, this place is amazing and try a flavor you may never get, you won't regret it! ;D"
309,8/1/2016,Robert D.,louisville-3,5,"The popsicles here are a must for any Bardstown road outing! The lines are usually long, but don't worry, they move quickly. Remember, they are just ordering a popsicle! Every popsicle I've gotten here was delicious and well worth a stop in. I recommend trying a cookie pop or one from the creamy side. Their menu is seasonal and changes often. They always replace it with great new flavors! I hate change, but getting a Popsicle makes it better."
310,6/29/2017,James C.,louisville-3,5,Vey good Need to try it. All the stuff is made fresh. They even have ones for people that can't eat milk. It's a must when people visit.
311,5/19/2016,Verna U.,louisville-3,4,Simple concept. Clean execution. Tidy place. Pleasant and quick service. Get a punch card: 10 punches and you get a free pop.Strawberry lemonade pop for $3 was delish. Boyfriend enjoyed piña colada pop. Will frequent.
312,7/9/2017,Jordan H.,louisville-3,5,This place had some amazing pops! The best I ever had! Just walking down the street you see everyone with one in there hands. Very impressive place
313,2/8/2017,K S.,louisville-3,5,"So, so good. I wish I had more time to try even more of the pops but I didn't. It's a good thing for me that I don't live nearby.I had a strawberry lemonade. Delicious. My partner-in-crime had a flavor I thought would be disgusting and that was delicious too. I don't think you can go wrong."
314,12/31/2016,Morgan E.,louisville-3,4,"I've had Steel City Pops on several occasions and each time has been great! No matter how busy they are, the service is always quick and friendly. The prices are reasonable at $3 for a large popsicle. I prefer the fruit flavors as opposed to the cream flavors. Each time I've gotten a cream flavor - I've wished I'd gotten the watermelon, raspberry lemon, or lavender lemonade. I wouldn't recommend the cookies and cream - there were entire cookies in the popsicle. It was just too much for me.  It's a great summer treat and don't be discouraged by the line out the door - it moves very quickly."
315,6/13/2017,Nate A.,louisville-3,3,"I gave it a three, because while my pop- the pineapple jalapeño was good, my wife's, the chocolate brownie tasted almost freezer burnt."
316,6/24/2017,Amberly R.,louisville-3,1,"I'm so tired of people raving about this place.  Support local businesses, go to Cocoberry pops!"
317,5/30/2016,Damian M.,louisville-3,5,"Really really really good. If you get the chance, try them. I like the creamy ones and tried the buttermilk and coffee. Buttermilk was AMAZING, tasted like a good quality yogurt."
318,5/27/2017,Mandy T.,louisville-3,5,"Everything is gluten free and it's a blessing!!! Had the cookies and cream pop, it was creamy and the cookies were just churchy enough to break through the cream but not so much that it's off putting. Haven't had cookie n' creme anything in years and it was worth the wait for this pop. Next time I'll try the grapefruit!!"
319,8/13/2016,Michelle W.,louisville-3,5,"What? A joint just for popcicles? Sign me up! The place was crowded but the workers were efficient in navigating the chaos. After asking random people what was good, I got a lavender lemonade popcicle  with the promise that if I didn't like it, I could replace it for a different flavor. No need! It was lavendery, lemonadey, and all around delicious. Definitely worth navigating the swarms of satisfied customers."
320,6/2/2016,Joey S.,louisville-3,5,"I waited way too long to get on the Steel City train, but all aboard, cause I am blowing the horn for the whole city to hear. If you haven't heard of Steel City Pops then you have not been on Instagram for a realllly long time (search #steelcity and I'm sure you'll find a ton of pictures of people posing with their fresh Popsicles). I'm not sure how often they make their pops, but I think it's every day cause I see snapchats of my friends going there and watching them being made, although I have never seen the live action. The company itself is doing great things in the community, hiring deaf workers, making all natural pops, selling water that benefits communities from around the world- WOW! Totally impressed with how they are impacting the world by making pops!Besides good business and amazing service, the pops are to die for. When you walk in you will notice there are two different types of pops (Fruity and Creamy) with a list of different flavors under each. The two times I have been I took a flavorful journey with watermelon and lavender lemonade with 0 regrets. All pops are made in-shop with fresh ingredients, and you can tell. No more spongebob gumball pops! Steel City only!!If you ever find yourself on Bardstown Rd, make a quick stop (and I mean quick, they get you in and out fast) and try one of these delicious pops. And while you're there, ask for a loyalty card! 10 punches gets you a free pop for your next visit"
321,4/26/2016,Andrea B.,louisville-3,3,"Steel City Pops is a cute little storefront that fits in great in the Highlands. We recently tried it on a nice night and it was packed. Lots of people waiting and sitting outside enjoying popsicles. I got the Toasted Coconut and it was really, really good. Probably the best popsicle I've ever had. But for $3, I'm not sure I would pick this over ice cream. I also really don't know how Steel City Pops will stay afloat in the winter because the last thing I want when it's cold is something really cold. They don't offer much else except coffee but there are plenty of coffee options around. Maybe they plan to expand offerings? I know they have other locations, so hopefully they've figured this all out.In case they want my ideas...I think selling ""pup""sicles and ""spiked""sicles could appeal to more people and keep them returning. Being a person that loves my dog a little too much, the appeal of taking my pup to get a pupsicle would probably keep me coming back more than going just for myself."
322,4/17/2016,McKenzie I.,louisville-3,5,"I'm so in love with Steel City Pops in Louisville, and the line wrapped around the building tells me that lots of other people are, too! I visited on Friday, loved it so much that I ventured back to the Highlands to enjoy it a second night in a row. Lemme give you a lil' rundown: $3-$4.50 pops made in house with the freshest ingredients, all natural, no artificial ANYTHING. The flavor combinations are so delicious and refreshing. They have two categories of pops, fruity or creamy. The fruity side of the menu is light, refreshing, and comes in averaging only 100 calories per pop and they are not small, you definitely get your money's worth and you feel satisfied. The creamy side is more decadent, with rich vanilla or chocolate, and ranges from about 150 calories to 300. If you dig ice cream more than pops, try the vanilla chocolate chip with a chocolate chip cookie inside or the chocolate brownie, with a brownie nestled inside of it. It will definitely satisfy your need for a heavier sweet treat. The vanilla chocolate chip was delicious, but so filling I couldn't even finish the whole thing when I tried it!Sure the line is long, but it moves quick! And the employees are sooooo friendly and sweet. A definite plus for somewhere that I will literally spend my last $3.00 at, oh and if you only have three dollar bills, that's cool, the price includes the tax! Also, all of the fruity pops are completely VEGAN! So, you know, if you're into that this will be your haven for hot summer days.Overall: An excellent place to grab a treat on hot days, but I'm sure it will still be a popping spot come fall and winter, because in addition to the pops they also serve espresso and coffee drinks. I've enjoyed the blood orange, blackberry, blueberry cream, and the vanilla chocolate chip pops and my absolute favorite is the blood orange. All of these pops have texture and are not drippy at all. Go and try one for yourself, I'll see you in line!"
323,4/22/2016,Amanda J.,louisville-3,5,"Steel City Pops does what is does well. $3 popsicles in fruity and creamy varieties, plus a couple cake pop options. It's really pretty simple. It might take you a minute to decide what you want, but otherwise, it's in and out. (I would imagine even if there was a line it would move quickly.) I've been a couple times now and have had the hibiscus and blackberry flavors. Both were refreshing and low on calories. Plus, the blackberry one had seeds in it, which I love. I tried a friend's kid's creamy peanut butter one today. I enjoyed that was well, but I prefer the fruity ones in general. I'm glad to have Steel City in Louisville. I'll be back! Pro tip: Get a loyalty card to get a free pop or pack after so many visits."
324,11/22/2016,Mona T.,louisville-3,5,"I knew about Steel City Pops years ago.  A friend had suggested it to me for my Birmingham list. Then, lo and behold, Louisville had the good fortune of getting one here!  The fruity popsicles are seasonal and frequently change out in flavors. I've had the strawberry lemonade, the iced tea, the mint julep, the lavender lemonade, the ginger ale, the root beer, the watermelon.  The creamy ones also have a variety of flavors: avocado, buttermilk (their signature), cookies 'n cream... Oh, and let's not forget the cookie pops. What are those you ask?  Well, they come with cookies that are surrounded by a popsicle! How can it get any better than that?  Well, they found a way.  You can dunk, drizzle, dredge, and dust your popsicle in a variety of options to make it even better.  Oh, and want to take the popsicle to go?  No problem, they will pack it in a nice container with some dry ice for you so your popsicle doesn't melt. How can it get any better? Let me count the ways I love this place.  Steel City, you know I'll be back."
325,4/7/2016,Brad G.,louisville-3,5,"5-stars! All day! I've only been once but that's enough to know that I'll be going back often. I didn't realize that a popsicle could taste so good. On the day I went I decided to walk to Chipotle for a burrito. A Steel City Pop was the perfect dessert to follow my burrito. I wasn't sure on what flavor I wanted (I almost ordered 2 or 3 at once). I ultimately decided to go with Blood Orange. WOW! I didn't stick around to eat it because the front of the store was full of people. It wasn't until later that I realized they have seating in the back! I assume this place would be fun with a date similar to getting frozen yogurt, ice cream, or boba. It's also a great grab and go place. The transaction happened within a minute or two and I was on my way. A popsicle is the perfect treat to walk down the street with if you're trying to make it somewhere else. Popsicles are 3 bucks which might seem expensive for a popsicle, but these popsicles are large. You won't be disappointed. Go there! Eat one or three! You can also buy in bulk. They have boxes and little ice packs. I'm curious to see how they hold up."
326,4/11/2016,Mac B.,louisville-3,5,"Ok, first off, Holy Crap!  These pops are awesome!I've been reading great reviews of Steel City Pops and I bookmarked it, because... Ice Cream!While at the Flea Off Market I noticed Steel City had a small cart where they sold some of their pops.  Without question, I had to have one.  I didn't care if it was cold outside and it may have been a little too cool for ice pops.  I had to try one!I had the strawberry & lemonade pop and now I know what the fuss is all about.  This pop is one of the tastiest pops I've ever had.  It wasn't too sweet and I could taste the natural flavor of the strawberries.  The seeds at the top of the pop was a nice introduction into the bliss that is a Steel City pop.After this pop, I'm definitely stopping by their shop and having a fresh one made.  I can only image how great it will taste."
327,4/1/2016,Karen R.,louisville-3,5,"One of the ""coolest"" concepts that I'm welcoming with open arms has finally came to our city! Woohoo! And with perfect timing because, well, Popsicle season is upon us. I've been to several Popsicle places while on vacation and I'm happy to report that Steel City Pops is just as good, if not better. They have fruit pops and creamy pops (and calories listed for your info ... which I LOVE).I got the blackberry pop: sweet and full of blackberry goodness. Just perfect. My husband got the coconut pop: it was SOOOO good that I wanted to cry. Does that happen to anyone else?? He also ordered the toasted marshmallow: VERY good. But after having the coconut, it's hard to go for anything else.Each pop is $3. They also have a frequent buyers card where they'll punch a hole for each pop you buy and after so many, you get a FREE pop. Hello! I'll be burning through those faster than popsicles melt ... The staff was so friendly even when being super busy.  I do wish the front was bigger because there wasn't really somewhere for a ""line"" to place an order. There were 6 of us in ""line"" and we were just kind of standing where we could. And when the busier months come, I'm curious on how they'll work that out ... But if the end result is one of their Popsicles, I'll stand on the roof if I have too."
328,5/20/2017,Jessica C.,louisville-3,5,Stopped by on a hot Saturday afternoon. They have seating inside and outside. Today I got their cookies and cream cookie pop. Super yummy! The size of the pop is large enough to satisfy anyone. They are consistently delicious! Always a crowd favorite!
329,4/16/2016,Shanita B.,louisville-3,5,Ok so i used my family to come with me so i can try more than just one flavor so i tried blueberry cream yummm...family had vanilla bean...toasted marshmallows... buttercream..all ohhh sooo good. And thy had tasters of pineapple jalapeno and avocado thy where good. I really don't think there is a nasty flavor..i will be back..
330,4/30/2016,Sarah C.,louisville-3,5,"A popsicle shop cannot receive anything less than 5 stars as long as they are frozen and tasty!  This spot boasts both!  :)I had the hibiscus on my first visit and loved it.  Perfectly flavored and priced about what I would have expected.  $3 for a real popsicle is par, right?  If you have some friends, or a huge appetite you can get a price break on 4 pops!  :)I want to try so many of these.  I like how they have the menu divided into categories such as fruit, cream, etc.  It is helpful since there are so many different ones to choose from. They also have some coffee to warm you up or wake you up, whichever you may be in the market for during your visit.  Be prepared for a line, friends.  This is a popular new spot on Bardstown Road and it shows in the form of people waiting.  Worth it!"
331,4/3/2016,Rebecca C.,louisville-3,4,"New to town, Steel City Pops offers gourmet popsicles in a vast variety of flavors.  They've turned our old Louisville favorite, Wild and Woolly, into a place to get a sweet treat and walk down the beautiful streets of the Highlands.The popsicles are reasonably priced at around $3 each, and come in around a little less than 100 calories.  We decided to try two pops and bought the Pineapple-Jalapeno and the coffee popsicles.  They are actually quite large popsicles and thankfully don't melt too easily.  Both popsicles had a delicious flavor, and the coffee popsicle even tasted a little milky and creamy more like an ice cream on a stick.  The pineapple-jalapeno also didn't disappoint, although as a lover of spice, I would have liked a better jalapeno kick.Seating is limited and the storefront was a little crowded on a Saturday afternoon.  However, the lines went quick and we were even offered a ""punch card"" to enjoy 10 popsicles with your 11th being free.  A good addition to the Highlands and Louisville as a whole."
332,4/9/2016,Mike A.,louisville-3,5,"Popsicle, Popsicle, popsicle, popsicle, popsicle popsicle....yum. Sorry but this place just brings the kid out in me. Went with the family to check out the buzz and omg what a great concept. This was the best Popsicle any of us had ever had. I tried the lime cucumber and it was very refreshing. When we arrived the line was long but moved at lightening speed. Very friendly attentive staff. What I really liked was the Popsicle was more satisfying than ice cream without the guilt. My Popsicle was just barely over 100 calories and my daughters strawberry lemonade  was under 100 calories. Large selection of Popsicles. There is even a marshmallow Popsicle. Popsicles are $3 a piece which may sound pricey but when compared to ice cream is on the cheap side."
333,"4/11/2016
            





Updated review",Tina T.,louisville-3,4,"It just open and there's already a flood of people. $3 exactly per pop. Unless you buy a box of them.They had two different pop menus : Fruity vs Creamy. I haven't tried any creamy popsicles since I tend to go toward the Guidry flavored though. I tried mango & blackberry (seedy). The sweet tea pop taste like Mcd sweet tea. They also give out those cards stamps, I think you buy 10 or 11 pops and you get the next one free. There's more seat in the back of the place and both sides."
334,4/9/2016,Regina P.,louisville-3,5,"We could not wait to try this place and it didn't disappoint!  I went with my daughter and husband and we all LOVED our Popsicles.  You can choose from juicy, creamy, or cookie Popsicle choices.  I chose the smoked marshmallow and it was heavenly!  It had a bit of a caramel flavor to it which is alright by me!I loved the decor and the ladies working there were super helpful and nice.  One even came over to see how we liked our Popsicles.  It was crowded on a cool night, so I anticipate big crowds when the warmer temperatures arrive.This is a winner and we will be back!  Such a nice alternative to ice cream."
335,7/11/2016,Taylor B.,louisville-3,5,"I know what you're thinking - it's just a popsicle, can it be that great? Well, it is. I love Steel City Pops! The storefront is simple, clean and bright. The employees have always been more than kind. The popsicles are off the charts! My favorite is the rosemary lemonade popsicle, but I've pretty much liked everything popsicle I've ever gotten there. This is definitely a company that cares for both its employees and its customers."
336,4/18/2016,Raymond B.,louisville-3,5,"Steel City Pops is the newest eatery in the Bardstown road restaurant corridor. Weirdly, Steel City Pops didn't originate in Pittsburgh, which is what I thought since they have the ""Steel City"" right in their name.  They are actually from Birmingham, Alabama, which was also a center for steel manufacturing.  By visiting I learned something new (although to be fair I learned that from Wikipedia not from Steel City Pops).  Regardless of the name, they have some pretty great pops. My wife and I decided to stop by Steel City Pops on Saturday night.  The weather was warm and the place was extremely crowded, however because the ""pops"" are pre-packaged the line moved very quickly and we soon reached the counter.  Their menu is split into two different kinds of pops, fruity and creamy and the pops are all 3 dollars.  If the descriptions on the menu are anything to go by the fruity pops are pretty healthy clocking in at about 100 calories, with the Blackberry fruity pop being only 87 calories.  Since we were celebrating the successful planting of two shrubberies, we decided to splurge on the creamy pops, which aren't quite as good for you, but are definitely delicious.  I tried the Vanilla Bean pop and my wife the Blueberry Cream.  The Vanilla Bean really did taste like vanilla bean, there was a slight almost chalky after taste, but that didn't take away from the flavor or the taste.  I also tried a bite of my wife's Blueberry Cream.  Both the pops tasted great.   I greatly enjoyed my Steel City Pop and I'll definitely be back to try some of the fruity flavors.  Although there a multitude of places to get cold desserts and snacks on Bardstown road, Steel City Pops definitely adds something unique to the area."
337,4/13/2017,Sheridan G.,louisville-3,5,"I LOVE this place. The flavors are amazing and changing every few week so there is always something new to try. They have both a fruity menu, which is like your traditional popsicles, and a creamy menu, which is basically ice cream on a stick but BETTER! They are $3 a pop and one is very filling. The portions are VERY generous. You can buy pops in a 4 bag or 12 in a cooler to take home and it will make it an hour or so before needed to be in a freezer. The staff is great! They are very friendly and helpful with flavor recommendations. I love the drizzle and dusting. The chocolate they dunk in it is much like the hard shell chocolate syrup from your childhood. My go to flavors so far is: Vanilla bean, chocolate, strawberry lemonade, and any of the cookie pops. There is seating inside, which tends to go fast on the weekends. There is seating on the sides in front of big windows where you can watch the staff make the pops in their kitchen. There is limited outdoor bench seating. Definitely give this place a try!"
338,4/2/2016,Sara C.,louisville-3,4,"The Popsicles were very good, I had Strawberry Lemonade and my sister had Peanut Butter they were both delicious. These frozen treats will be great for the summer. The price is $3 or 4 for $11. I like the idea of Popsicles but that and coffee is really all they serve."
339,8/30/2016,Kellyo O.,louisville-3,5,"Dang! I love this place. I know it is expensive but it is so darn good! I love the coconut with the toasted coconut on the bottom and top. Such creamy goodness!!! I missed the avocado pops and I am so incredibly bummed that I did! I did get the curry pop and that was also fantastic. The only pop that I didn't like was at the beginning of summer I got a watermelon that was icky. and no, I didn't trade it in. That's just crazy. My kiddo loves the lavender lemonade and hasn't ventured away since she tried it a month ago. Yes Steel City, I will be back because I am stuck to you like a kid who stuck her tongue on a frozen popsicle. ;)"
340,5/10/2016,Dung T.,louisville-3,5,"The most addictive and adventurous popsicle you'll find in town.  These handmade pops will brighten up your day and cool down your hot summer. I have been here many times now and I have yet to be disappoint with any of their many favors.  The space is cozy and if you get lucky enough, you can sit and watch them make the pops fresh out of their kitchen while having a treat yourself.  The employees are as sweet as the pops and serving them with a warm smile and very helpful in making the right choice.I highly recommend the mango, it's like they took a fresh mango put it on a stick and stuck it in the freezer.    So be daring and try something new and if you don't like it after the first bite, which is not very likely, they will let you get a new one."
341,8/7/2017,Michael W.,louisville-3,5,"These great people just provided the desserts for our son's wedding rehearsal dinner in Louisville, and it was wonderful.  They were so professional and easy to work with, affordable, and the pops were super.  Our guests loved them.  Very highly recommended!  Thanks, Hunter!"
342,10/11/2016,Lokman G.,louisville-3,4,"It's at the busiest spot in town on weekend night, right at the intersection of Baxter and Bardstown Road. The popsicles are handmade with all-natural or certified organic ingredients, and of course, with this saying the price is little higher than those pops you could get form grocery store. Each pop is $3, or $4.5 for those with cookie. If you are in a larger group, you have the option to order the 12-pops bag for a discounted price. We went on a Saturday night after dinner, and it was packed with long line going around inside the small store. However, the lines moved pretty quick, and everyone was quick (pick, pay, and go). Chocolate pop was ok, which I personally think it can be richer in flavor. Cookies and Cream was good. It has big chunk of cookie in the pop, which make it very filling. I could barely finish entire one right after dinner. One downside is that there is no room to sit inside of the store, and limited seating are outside of the store. Will definitely go back to try out more flavors!"
343,4/13/2017,Heidi L.,louisville-3,5,"I'm not even a big fan of popsicles....I think of ""bomb pops"" or ""juicy juice pops"" and it's not enticing.  BUT.....then I walked into Steel City Pops and my WHOLE life changed.  Popsicles are now one of my favorite desserts BECAUSE OF Steel City Pops.  We even chose to forgo the traditional wedding cake and are now having a popsicle cart, vendor, and 160 popsicles for our June 2017 wedding!!!!!  We could not be more thrilled.  I am obsessed with their cookies n' cream, peanut butter, and carrot cake pops.  If you're trying to decide whether to go here or ANYWHERE else, my main point: GO HERE.  You won't regret it :)"
344,4/27/2017,Jeffery H.,louisville-3,5,"Being from Birmingham, I love having a taste of home up here in Kentucky. Avocado and buttermilk are our favs!"
345,"9/24/2016
            





Updated review",Logan M.,louisville-3,5,"Steel City Pops is a great stop in the Highlands neighborhood - pop in for dessert, an afternoon snack, or take a bag of pops home. The staff is incredible and the vibe inside is unique and trendy. Exposed bricks and beams give a feel for the original building. Enjoy fruity or creamy pops, all of them are $3, and they are made right in the store. You can also start a loyalty card and get free pops after a few visits. This place is going to take over Kentucky! I love it!"
346,8/19/2016,Natasha R.,louisville-3,5,"I'm eating a coffee popsicle to cool down as my lunch break because my job involves a lot of driving around in the heat. I'm in heaven! I really ought to just buy a case of 12 ($33) to leave at home for my morning coffee. There are a ton of flavors and every time I try one I think there can't be a better flavor, but then I try another flavor.... It's a good place to come alone, it's a good place to come with friends. Cool your mouth down here after eating spicy stuff at La Que,  or for fun dessert after dinner at Jack Fry's."
347,3/27/2017,Leslie H.,louisville-3,5,Had the cookies and cream...yummy! Next time I am definitely getting it dipped! Maybe some almonds. So delish!
348,6/11/2017,Carissa H.,louisville-3,5,"Super yummy and fun atmosphere. I got the strawberry cream and it was like eating ice-cream of a Popsicle stick. They also have a reward program where if you buy 10 popsicles, you get 1 free. I thought that was a super cool idea. They also are all gluten free and have calories labeled under each flavor. They do make vegan popsicles as well. Would recommend!"
349,7/23/2016,Michelle C.,louisville-3,5,"Ok, if you haven't been here just go. They've got TONS of flavors so you're bound to find something that you like. We've been here more times then I can count. We usually get the 4 pack because we'll get one for our dogs to share. It comes in a cute little bag with an ice pack. If you get a 12 pack it comes in a nice little Styrofoam cooler for you to take them home in.We got 3 12 packs for my husbands birthday party and they were nice enough to label all of them. They're super speedy and efficient. I tend to steer towards the tea flavors (chai tea, sweet tea, champagne white tea), but my husband loves the creamy ones (cherry sour cream, strawberry cookie pop, coconut). I love that we can go and get a semi healthy dessert - all of their fruit pops are pretty low in calories.AND they make them all in house! You can watch them while you eat your popsicle. They even have traveling carts so if you have a wedding or family reunion and need a bunch they'll come to you!"
350,8/5/2016,Jessica A.,louisville-3,5,My son and I love them! We went and got a 4 pop pack and tried 4 flavors. They even have a punch card for regular visits to earn free pops. I love the creamy flavors but the champagne white tea pop was very sweet!
351,8/13/2016,Dimple P.,louisville-3,4,"At first I wasn't completely sold on the whole steel city pop craze. I mean, it's just a popsicle right? Ummm no, it's more than that! As soon as you walk in, you're in a happy place. The open kitchen is awesome and you can watch them make popsicles in house. They have a great selection of flavors, both fruity and creamy and if you're not satisfied with your flavor, they will happily let you pick another choice...not that you will ever be disappointed! Definitely a fun treat to grab and stroll around in the highlands on a nice summer evening. The coffee flavor is my favorite so far!"
352,3/14/2017,Alex M.,louisville-3,4,The popsicles were great! The line went by real fast! I would recommend this place to anyone who wants great ice cream and great service!
